#Deutsch	Furigana	Romaji	Type	Baseform	Romaji  
Ich esse zwei Äpfel.	りんご を 二[に]個[こ]食[た]べます。	Ringo o niko tabemasu.	Beispielsatz		
er	彼[かれ]	kare	Vokabel-Pron		
wessen	誰[だれ]の	dare no	Vokabel-Pron		
sein /Poss.-Pron./	彼[かれ]の	kare no	Vokabel-Pron		
wir	私[わたし]たち	watashi tachi	Vokabel-Pron		
Schwestern	姉[し]妹[まい]	shimai	Vokabel-Nomen		
sie /Plural, nur weibl./	彼[かの]女[じょ]たち	kanojo tachi	Vokabel-Pron		
Kinder	子[こ]供[ども]たち	kodomo tachi	Vokabel-Nomen		
sie /Plural, männl. und weibl./	彼[かれ]ら	karera	Vokabel-Pron		
unser(e), mein(e) /z.B. Familie, Firma/	うちの	uchi no	Vokabel-Pron		
scharf, stark gewürzt	辛[から]い	karai	Vokabel-Adj-i		
Menü, Speisekarte	メニュー	menyuu	Vokabel-Katakana		
zehntausend	万[まん]	man	Vokabel-Num		
Mittagessen /höflich/	お 昼[ひる]ご 飯[はん]	ohirugohan	Vokabel-Nomen		
Steak	ステーキ	suteeki	Vokabel-Katakana		
schlecht schmeckend	まずい	masui	Vokabel-Adj-i		
kalt /bei Berührung, emotional/	冷[つめ]たい	tsumetai	Vokabel-Adj-i		
Abneigung, Abscheu; hassen	嫌[きら]い	kirai	Vokabel-Nomen		
welche(r,s), was für ein, welche Sorte, welche Art /vor Nomen/	何[なん]の	nanno	Vokabel-Pron		
Wer ist es? / Wer bist du?	誰[だれ]ですか。	Dare desu ka.	Beispielsatz		
Wessen Computer ist das? / Wem gehört dieser Computer?	このパソコンは 誰[だれ]のですか。	Kono pasokon wa dare no desu ka.	Beispielsatz		
Wer ist das (dort drüben)?	あれは 誰[だれ]ですか。	Are wa dare desu ka.	Beispielsatz		
Wer ist er?	彼[かれ]は 誰[だれ]ですか。	Kare wa dare desu ka.​	Beispielsatz		
Wer ist sie?	彼[かの]女[じょ]は 誰[だれ]ですか。	Kanojo wa dare desu ka.	Beispielsatz		
Wohin geht sie?	彼[かの]女[じょ]はどこに 行[い]きますか。	Kanojo wa doko ni ikimasu ka.	Beispielsatz		
Er ist cool. / Er sieht gut aus.	彼[かれ]は かっこいい です。	Kare wa kakkoii desu.	Beispielsatz		
Wie heißt sie? / Wie ist ihr Name?	彼[かの]女[じょ]の 名[な]前[まえ]は 何[なん]ですか。	Kanojo no namae wa nan desu ka.	Beispielsatz		
Er ist in der Toilette.	彼[かれ]はトイレにいます。	Kare wa toire ni imasu.	Beispielsatz		
Ich bin seine jüngere Schwester.	私[わたし]は 彼[かれ]の 妹[いもうと]です。	Watashi wa kare no imouto desu.	Beispielsatz		
Er ist mein älterer Bruder.	彼[かれ]は 私[わたし]の 兄[あに]です。	Kare wa watashi no ani desu.	Beispielsatz		
Ich bin sein jüngerer Bruder. /Männerspr./	僕[ぼく]は 彼[かれ]の 弟[おとうと]です。	Boku wa kare no otouto desu.	Beispielsatz		
Sie ist meine ältere Schwester.	彼[かの]女[じょ]は 私[わたし]の 姉[あね]です。	Kanojo wa watashi no ane desu.​	Beispielsatz		
Dies ist der Computer meiner älteren Schwester.	これは 姉[あね]のパソコンです。	Kore wa ane no pasokon desu.	Beispielsatz		
Ich habe viele jüngere Brüder.	弟[おとうと]がたくさんいます。	Otouto ga takusan imasu.	Beispielsatz		
Wir sind Schwestern.	私[わたし]たち は 姉[し]妹[まい]です。	Watashi tachi wa shimai desu.	Beispielsatz		
Sind sie Schwestern?	彼[かの]女[じょ]たち は 姉[し]妹[まい]ですか。	Kanojo tachi wa shimai desu ka.	Beispielsatz		
Mein älterer Bruder hat eine Milch-Allergie.	兄[あに]は 牛[ぎゅう]乳[にゅう]に アレルギー が あります。	Ani wa gyuunyuu ni arerugii ga arimasu.	Beispielsatz		
Sein Kind ist in der Schule.	彼[かれ]の 子[こ]供[ども]は 学校[がっこう]に います。	Kare no kodomo wa gakkou ni imasu.	Beispielsatz		
Seid ihr Geschwister?	兄[きょう]弟[だい]ですか。	Kyoudai desu ka.	Beispielsatz		
Sie sind Geschwister.	彼[かれ]ら は 兄[きょう]弟[だい]です。	Karera wa kyoudai desu.	Beispielsatz		
Wo sind Ihre Eltern?	ご 両[りょう]親[しん]はどこですか。	Goryoushin wa doko desu ka.	Beispielsatz		
Ihre ältere Schwester ist Gymnasiastin.	彼[かの]女[じょ]の お 姉[ねえ]さんは 高[こう]校[こう]生[せい]です。	Kanojo no onee-san wa koukousei desu.	Beispielsatz		
Meine Familie ist groß.	うちの 家[か]族[ぞく]は 大[おお]きい です。	Uchi no kazoku wa ookii desu.	Beispielsatz		
Haben Sie eine Familie?	家[か]族[ぞく]は いますか。	Kazoku wa imasu ka.	Beispielsatz		
Nein, ich habe keine Familie.	いいえ、 家[か]族[ぞく]は いません。	Iie, kazoku wa imasen.	Beispielsatz		
Ist dies deins? / Gehört dies dir?	これはあなたのですか。	Kore wa anata no desu ka.	Beispielsatz		
Wo ist Ihre Wohnung?	あなたのアパートはどこですか。	Anata no apaato wa doko desu ka.	Beispielsatz		
Ihre Mutter ist sehr elegant/modisch, nicht wahr?	あなたの お 母[かあ]さん は お 洒落[しゃれ]ですね。	Anata no okaa-san wa oshare desu ne.	Beispielsatz		
Ist es scharf (stark gewürzt)?	辛[から]いですか。	Karai desu ka.	Beispielsatz		
Es sind 10000 Yen.	一[いち]万[まん]円[えん]です。	Ichi man en desu.	Beispielsatz		
Es sind 1100 Yen.	千[せん]百[ひゃく]円[えん]です。	Sen hyaku en desu.	Beispielsatz		
Die Speisekarte, bitte.	メニューをください。	Menyuu o kudasai.	Beispielsatz		
Es sind 11100 Yen.	一[いち]万[まん]千[せん]百[ひゃく]円[えん]です。	Ichi man sen hyaku en desu.	Beispielsatz		
Haben Sie eine englische Speisekarte?	英[えい]語[ご]のメニューは ありますか。	Eigo no menyuu wa arimasu ka.	Beispielsatz		
Es ist Frühstückszeit.	朝[あさ]ご 飯[はん]の 時[じ]間[かん]です。	Asagohan no jikan desu.	Beispielsatz		
Dieses Mittagessen ist köstlich.	この お 昼[ひる]ご 飯[はん]は おいしい です。	Kono ohirugohan wa oishii desu.	Beispielsatz		
Dies schmeckt schlecht.	これは まずいです。	Kore wa masui desu.	Beispielsatz		
Wir essen in der Cafeteria zu Mittag.	食[しょく]堂[どう]で お 昼[ひる]ご 飯[はん]を 食[た]べます。	Shokudou de ohirugohan o tabemasu.	Beispielsatz		
Es ist heißer Tee.	熱[あつ]い お 茶[ちゃ]です。	Atsui ocha desu.	Beispielsatz		
Der Reis ist heiß.	ご 飯[はん]は 熱[あつ]い です。	Gohan wa atsui desu.	Beispielsatz		
Das Wasser ist kalt.	水[みず]が 冷[つめ]たいです。	Mizu ga tsumetai desu.	Beispielsatz		
Ich mag kein Fleisch.	肉[にく]は 好[す]き じゃないです。	Niku wa suki janai desu.	Beispielsatz		
Der Tee ist kalt.	お 茶[ちゃ]が 冷[つめ]たいです。	Ocha ga tsumetai desu.	Beispielsatz		
Es gibt kalten Reis.	冷[つめ]たい ご 飯[はん]が あります。	Tsumetai gohan ga arimasu.	Beispielsatz		
Ich hasse Fisch.	魚[さかな]が 嫌[きら]いです。	Sakana ga kirai desu.	Beispielsatz		
Gemüse ist billig.	野[や]菜[さい]は 安[やす]いです。	Yasai wa yasui desu.	Beispielsatz		
Ist der Kuchen süß?	ケーキは 甘[あま]いですか。	Keeki wa amai desu ka.	Beispielsatz		
Welchen Sport magst du?	何[なん]のスポーツが 好[す]きですか。	Nanno supootsu ga suki desu ka.	Beispielsatz		
arbeiten /höflich/	働[はたら]きます	hatarakimasu	Vokabel-Verb-5st	働[はたら]く	hataraku
nicht arbeiten /höflich/	働[はたら]きません	hatarakimasen	Vokabel-Verb-5st	働[はたら]く	hataraku
nicht (an)kommen /höflich/	来[き]ません	kimasen	Vokabel-Verb-irr	来[く]る	kuru
nicht kaufen /höflich/	買[か]いません	kaimasen	Vokabel-Verb-5st	買[か]う	kau
Arbeit, Geschäft /höflich/	お 仕[し]事[ごと]	oshigoto	Vokabel-Nomen		
Party, Fete	パーティー	paatii	Vokabel-Katakana		
gestern	昨日[きのう]	kinou	Vokabel-Adverb		
gekauft haben /höflich/	買[か]いました	kaimashita	Vokabel-Verb-5st	買[か]う	kau
nicht gekauft haben /höflich/	買[か]いませんでした	kaimasen deshita	Vokabel-Verb-5st	買[か]う	kau
war, warst, waren /Kopula, höflich/	でした	deshita	Vokabel-Kopula	だ	da
gemacht haben, gespielt haben /höflich/	しました	shimashita	Vokabel-Verb-irr	する	suru
nicht gemacht haben, nicht gespielt haben /höflich/	しませんでした	shimasen deshita	Vokabel-Verb-irr	する	suru
übermorgen	明[あ]後日[さって]	asatte	Vokabel-Adverb		
nicht sagen, nicht sprechen, nicht reden /höflich/	話[はな]しません	hanashimasen	Vokabel-Verb-5st	話[はな]す	hanasu
ausgeruht haben, frei gehabt haben /höflich/	休[やす]みました	yasumimashita	Vokabel-Verb-5st	休[やす]む	yasumu
(an)gekommen sein /höflich/	来[き]ました	kimashita	Vokabel-Verb-irr	来[く]る	kuru
Unterseite, untere Position, das Untere, unten	下[した]	shita	Vokabel-Nomen		
rechte Seite, das Rechte, rechts	右[みぎ]	migi	Vokabel-Nomen		
linke Seite, das Linke, links	左[ひだり]	hidari	Vokabel-Nomen		
Oberseite, obere Position, das Obere, oben	上[うえ]	ue	Vokabel-Nomen		
Außenseite, Äußeres, außen	外[そと]	soto	Vokabel-Nomen		
Innenseite, Inneres, innen	中[なか]	naka	Vokabel-Nomen		
Zwischenraum, Zeitraum, zwischen	間[あいだ]	aida	Vokabel-Nomen		
Ort nebenan, Nachbarschaft, Nähe	隣[となり]	tonari	Vokabel-Nomen		
Seite, neben, seitlich, horizontal	横[よこ]	yoko	Vokabel-Nomen		
Vorderseite, vor, vorn, Vergangenheit	前[まえ]	mae	Vokabel-Nomen		
Rückseite, hinter, Zukunft	後[うし]ろ	ushiro	Vokabel-Nomen		
Band, /Zw für Bücher, etc./	冊[さつ]	satsu	Vokabel-Zählw		
ein Band	一冊[いっさつ]	issatsu	Vokabel-Expr		
Regal	棚[たな]	tana	Vokabel-Nomen		
Bucht, Bay	湾[わん]	wan	Vokabel-Nomen		
Zustand, Befinden, Stimmung	調[ちょう]子[し]	choushi	Vokabel-Nomen		
wie /höfliche Frage nach Befinden, etc./	いかが	ikaga	Vokabel-Adverb		
gegangen sein, gefahren sein /höflich/	行[い]きました	ikimashita	Vokabel-Verb-5st	行[い]く	iku
Wer wird kommen?	誰[だれ]が 来[き]ますか。	Dare ga kimasu ka.	Beispielsatz		
Wann wird sie kommen?	彼[かの]女[じょ]は いつ 来[き]ますか。	Kanojo wa itsu kimasu ka.	Beispielsatz		
Ich komme oft hierher.	ここにはよく 来[き]ます。	Koko ni wa yoku kimasu.	Beispielsatz		
Am Sonnabend arbeite ich.	土[ど]曜[よう]日[び]に 働[はたら]きます。	Doyoubi ni hatarakimasu.	Beispielsatz		
Wann arbeitet sie?	彼[かの]女[じょ]は いつ 働[はたら]きますか。	Kanojo wa itsu hatarakimasu ka.	Beispielsatz		
Ich arbeite von Dienstag bis Sonnabend.	火[か]曜[よう]日[び]から 土[ど]曜[よう]日[び]まで 働[はたら]きます。	Kayoubi kara doyoubi made hatarakimasu.	Beispielsatz		
Wie viele Stunden arbeiten sie /Plural/?	彼[かれ]ら は 何[なん]時[じ]間[かん]働[はたら]きますか。	Karera wa nanjikan hatarakimasu ka.	Beispielsatz		
Ich arbeite einunddreißig Stunden.	三[さん]十[じゅう] 一[いち]時[じ]間[かん]働[はたら]きます。	San juu ichi jikan hatarakimasu.	Beispielsatz		
Was ist Ihre Arbeit? /Kurzform/	お 仕[し]事[ごと]は？	Oshigoto wa?	Beispielsatz		
Ich mag Partys.	パーティーが 好[す]きです。	Paatii ga suki desu.	Beispielsatz		
Was wirst du kaufen?	何[なに]を 買[か]いますか。	Nani o kaimasu ka.	Beispielsatz		
Heute werde ich mich ausruhen.	今日[きょう]は 休[やす]みます。	Kyou wa yasumimasu.	Beispielsatz		
Sie /Plural/ werden ein Gespräch führen.	彼[かれ]らは 話[はなし]をします。	Karera wa hanashi o shimasu.	Beispielsatz		
Was ist Ihre Arbeit? /Langform/	あなたの 仕[し]事[ごと]は 何[なん]ですか。	Anata no shigoto wa nan desu ka.	Beispielsatz		
Ich gebe heute eine Party.	今日[きょう]はパーティーをします。	Kyou wa paatii o shimasu.	Beispielsatz		
Ich kaufte ein Buch.	本[ほん]を 買[か]いました。	Hon o kaimashita.	Beispielsatz		
Ich spreche Englisch.	英[えい]語[ご]を 話[はな]します。	Eigo o hanashimasu.	Beispielsatz		
Wann lernst/studierst du?	いつ 勉[べん]強[きょう]しますか。	Itsu benkyou shimasu ka.	Beispielsatz		
Ich arbeite und lerne gern.	仕[し]事[ごと]と 勉[べん]強[きょう]が 好[す]きです。	Shigoto to benkyou ga suki desu.	Beispielsatz		
Sprechen Sie Englisch?	英[えい]語[ご]を 話[はな]しますか。	Eigo o hanashimasu ka.	Beispielsatz		
Ich habe das Buch nicht gekauft.	その 本[ほん]を 買[か]いませんでした。	Sono hon o kaimasen deshita.	Beispielsatz		
Gestern arbeitete ich. / Gestern war Arbeit.	昨日[きのう]は 仕[し]事[ごと]でした。	Kinou wa shigoto deshita.	Beispielsatz		
Ich habe gestern einen PC gekauft.	昨日[きのう]、パソコンを 買[か]いました。	Kinou, pasokon o kaimashita.	Beispielsatz		
Was hast du gestern gemacht?	昨日[きのう]は 何[なに]を しました か。	Kinou wa nani o shimashita ka.	Beispielsatz		
Ich habe gestern nicht studiert/gelernt.	昨日[きのう]は勉[べん]強[きょう]しませんでした。	Kinou wa benkyou shimasen deshita.	Beispielsatz		
Ich werde übermorgen studieren.	明[あ]後日[さって]勉[べん]強[きょう]します。	Asatte benkyou shimasu.	Beispielsatz		
Ich bin jeden Tag beschäftigt.	毎[まい]日[にち]、 忙[いそが]しいです。	Mainichi, isogashii desu.	Beispielsatz		
Was wirst du morgen machen?	明[あ]日[した]は 何[なに]をしますか。	Ashita wa nani o shimasu ka.	Beispielsatz		
Ich gebe morgen eine Party mit meinen Freunden.	明[あ]日[した]は 友[とも]達[だち]とパーティーをします。	Ashita wa tomodachi to paatii o shimasu.	Beispielsatz		
Sonntags lerne ich mit Freunden.	日[にち]曜[よう]日[び]は 友[とも]達[だち]と 勉[べん]強[きょう]します。	Nichiyoubi wa tomodachi to benkyou shimasu.	Beispielsatz		
Ich rede nicht mit ihm.	彼[かれ]とは 話[はな]しません。	Kare to wa hanashimasen.	Beispielsatz		
Ich bin heute zu Hause.	今日[きょう]は 家[いえ]にいます。	Kyou wa ie ni imasu.	Beispielsatz		
Ich werde heute nicht studieren.	今日[きょう]は 勉[べん]強[きょう]しません。	Kyou wa benkyou shimasen.	Beispielsatz		
Ich spiele Videospiele auf dem Smartphone.	スマホでゲームします。	Sumaho de geemu shimasu.	Beispielsatz		
Er hatte gestern frei.	彼[かれ]は 昨日[きのう]仕[し]事[ごと]を 休[やす]みました。	Kare wa kinou shigoto o yasumimashita.	Beispielsatz		
Ich komme aus den USA.	アメリカ から 来[き]ました。	Amerika kara kimashita.	Beispielsatz		
Es ist rechts oben.	右[みぎ]上[うえ]にあります。	Migi ue ni arimasu.	Beispielsatz		
Es ist links unten.	左[ひだり]下[した]にあります。	Hidari shita ni arimasu.	Beispielsatz		
Das Buch ist auf dem Schreibtisch.	本[ほん]は 机[つくえ]の 上[うえ]にあります。	Hon wa tsukue no ue ni arimasu.	Beispielsatz		
Der Stuhl ist auf dem Tisch.	椅[い]子[す]は テーブル の 上[うえ]です。	Isu wa teeburu no ue desu.	Beispielsatz		
Der Stuhl ist darunter (unter jenem).	椅[い]子[す]は その 下[した]です。	Isu wa sono shita desu.	Beispielsatz		
Die Katze ist draußen.	猫[ねこ]は外[そと]にいます。	Neko wa soto ni imasu.	Beispielsatz		
Ich esse innerhalb des Restaurants.	レストラン の 中[なか]で 食[た]べます。	Resutoran no naka de tabemasu.	Beispielsatz		
Mein älterer Bruder ist drinnen.	中[なか]に 兄[あに]がいます。	Naka ni ani ga imasu.	Beispielsatz		
Ich arbeite ein wenig.	ちょっと 働[はたら]きます。	Chotto hatarakimasu.	Beispielsatz		
Ich esse zwischen meinem Vater und meiner Mutter.	父[ちち]と 母[はは]の 間[あいだ]で 食[た]べます。	Chichi to haha no aida de tabemasu.	Beispielsatz		
Ich bin eine Weile beschäftigt.	ちょっと の 間[あいだ]忙[いそが]しいです。	Chotto no aida isogashii desu.	Beispielsatz		
Ich bin morgen etwas beschäftigt.	明[あ]日[した]は ちょっと 忙[いそが]しい です。	Ashita wa chotto isogashii desu.	Beispielsatz		
Ich bin zwischen meiner Mutter und meinem Vater.	母[はは]と 父[ちち]の 間[あいだ]に 私[わたし]が います。	Haha to chichi no aida ni watashi ga imasu.	Beispielsatz		
Wohin geht er?	彼[かれ]はどこに 行[い]きますか。	Kare wa doko ni ikimasu ka.	Beispielsatz		
Meine Mutter ist neben mir.	隣[となり]に 母[はは]がいます。	Tonari ni haha ga imasu.	Beispielsatz		
Mein Vater ist neben meiner Mutter.	父[ちち]は 母[はは]の 横[よこ]にいます。	Chichi wa haha no yoko ni imasu.	Beispielsatz		
Ich bin vor dir.	あなたの 前[まえ]にいます。	Anata no mae ni imasu.	Beispielsatz		
Vor mir ist ein Tisch.	前[まえ]にテーブルがあります。	Mae ni teeburu ga arimasu.	Beispielsatz		
Mein älterer Bruder ist neben dem Tisch.	兄[あに]はテーブルの 横[よこ]にいます。	Ani wa teeburu no yoko ni imasu.	Beispielsatz		
Ich bin hinter dir.	あなたの 後[うし]ろ にいます。	Anata no ushiro ni imasu.	Beispielsatz		
Hinter mir ist ein Stuhl.	後[うし]ろ に 椅[い]子[す]が あります。	Ushiro ni isu ga arimasu.	Beispielsatz		
Der Stuhl ist neben dem Tisch.	椅[い]子[す]はテーブルの 隣[となり]にあります。	Isu wa teeburu no tonari ni arimasu.	Beispielsatz		
Es gibt zehn Bücher.	本[ほん]が 十[じゅう]冊[さつ]あります。	Hon ga juu satsu arimasu.	Beispielsatz		
Ich reise nicht alleine.	一[ひと]人[り]で 旅[りょ]行[こう]しません。	Hitori de ryokou shimasen.	Beispielsatz		
Ich reise oft alleine.	よく 一[ひと]人[り]で 旅[りょ]行[こう]します。	Yoku hitori de ryokou shimasu.	Beispielsatz		
Ich reise immer alleine.	いつも 一[ひと]人[り]で 旅[りょ]行[こう]します。	Itsumo hitori de ryokou shimasu.	Beispielsatz		
Unser Bücherregal ist klein.	うちの 本[ほん]棚[だな]は 小[ちい]さいです。	Uchi no hondana wa chiisai desu.	Beispielsatz		
Im Bücherregal sind sieben Bücher.	本[ほん]が 本[ほん]棚[だな]に 七[なな]冊[さつ]あります。	Hon ga hondana ni nana satsu arimasu.	Beispielsatz		
Auf dem Schreibtisch sind drei Bücher.	机[つくえ]の 上[うえ]に 本[ほん]が 三[さん]冊[さつ]あります。	Tsukue no ue ni hon ga san satsu arimasu.	Beispielsatz		
Im Bücherregal ist ein Buch.	本[ほん]が 本[ほん]棚[だな]に 一冊[いっさつ]あります。	Hon ga hondana ni issatsu arimasu.	Beispielsatz		
Sie ist (Süd-) Koreanerin.	彼[かの]女[じょ]は 韓[かん]国[こく]人[じん]です。	Kanojo wa Kangoku jin desu.	Beispielsatz		
Manchmal esse ich alleine.	時々[ときどき]一[ひと]人[り]で 食[た]べます。	Tokidoki hitori de tabemasu.	Beispielsatz		
